*Date,*Time Start,*Time End,Tracks,*Session Title,Room/Location,Description,Speakers,Authors,Live Streaming URL,Recorded Video URL,Session or Sub-session(Sub),Tags,Description_English,Description_Original
12/27/2025,10:30 AM,11:15 AM,Youth,The Muslim Challenge- Kahoot Game Day,Level 4-N426,"Start the day with a fun icebreaker, then join an interactive Kahoot game testing your knowledge about the holiness of Palestine in Islam and the history of its occupation. Top scorers will win prizes—come ready to learn and compete!",,,,Session,,,"Start the day with a fun icebreaker, then join an interactive Kahoot game testing your knowledge about the holiness of Palestine in Islam and the history of its occupation. Top scorers will win prizes—come ready to learn and compete!","Start the day with a fun icebreaker, then join an interactive Kahoot game testing your knowledge about the holiness of Palestine in Islam and the history of its occupation. Top scorers will win prizes—come ready to learn and compete!"
12/27/2025,10:30 AM,11:15 AM,Parallel Program,Every “Musa” needs “Harun”. Together in the Struggle,Level 1 - S105A,"The story of Musa (AS) receiving Harun (AS) as support is one of the most profound Qur’anic examples of collaboration, complementarity, and unity for a divine mission. Musa (AS) did not ask for fame, ease, or assistance—he asked Allah for a partner:“And appoint for me a helper from my family — Harun, my brother.”This request teaches Muslims that no one carries a mission alone and that strength is multiplied when believers stand together.In today’s American Muslim community—diverse, multi-ethnic, and navigating rising challenges—Allah places “Haruns” in our lives: brothers and sisters from every background who complete our weaknesses, strengthen our resolve, and help us build institutions, movements, and legacies.This talk explores how cross-ethnic collaboration—African American, Arab, South Asian, Latino, and immigrant converts—forms the backbone of a resilient, influential American Muslim identity. Each speaker will guide the audience through a different angle of this prophetic model: (1) the spiritual and prophetic foundation of collaboration, (2) the practical and community-building application of collaboration across ethnic lines in America today. We rise together — or not at all.",Abdool Rahman Khan; Margari Hill,,,Session,,,"The story of Musa (AS) receiving Harun (AS) as support is one of the most profound Qur’anic examples of collaboration, complementarity, and unity for a divine mission. Musa (AS) did not ask for fame, ease, or assistance—he asked Allah for a partner:“And appoint for me a helper from my family — Harun, my brother.”This request teaches Muslims that no one carries a mission alone and that strength is multiplied when believers stand together.In today’s American Muslim community—diverse, multi-ethnic, and navigating rising challenges—Allah places “Haruns” in our lives: brothers and sisters from every background who complete our weaknesses, strengthen our resolve, and help us build institutions, movements, and legacies.This talk explores how cross-ethnic collaboration—African American, Arab, South Asian, Latino, and immigrant converts—forms the backbone of a resilient, influential American Muslim identity. Each speaker will guide the audience through a different angle of this prophetic model: (1) the spiritual and prophetic foundation of collaboration, (2) the practical and community-building application of collaboration across ethnic lines in America today. We rise together — or not at all.","The story of Musa (AS) receiving Harun (AS) as support is one of the most profound Qur’anic examples of collaboration, complementarity, and unity for a divine mission. Musa (AS) did not ask for fame, ease, or assistance—he asked Allah for a partner:“And appoint for me a helper from my family — Harun, my brother.”This request teaches Muslims that no one carries a mission alone and that strength is multiplied when believers stand together.In today’s American Muslim community—diverse, multi-ethnic, and navigating rising challenges—Allah places “Haruns” in our lives: brothers and sisters from every background who complete our weaknesses, strengthen our resolve, and help us build institutions, movements, and legacies.This talk explores how cross-ethnic collaboration—African American, Arab, South Asian, Latino, and immigrant converts—forms the backbone of a resilient, influential American Muslim identity. Each speaker will guide the audience through a different angle of this prophetic model: (1) the spiritual and prophetic foundation of collaboration, (2) the practical and community-building application of collaboration across ethnic lines in America today. We rise together — or not at all."
12/27/2025,10:30 AM,11:15 AM,MSA National,Happily Ever After,Level1- S101,"Can the modern Muslim marriage scene be a fairy tale? Does everyone get a “happily ever after?” College is a time where many begin the seeking process for marriage. While some are successful in this journey, others are not. At the same time, we are hearing countless opinions from people in the community: “You’re not ready to get married” or “You’re getting too old.” Allah SWT says in Surah Ar-Rum,وَمِنْ ءَايَـٰتِهِۦٓ أَنْ خَلَقَ لَكُم مِّنْ أَنفُسِكُمْ أَزْوَٰجًۭا لِّتَسْكُنُوٓا۟ إِلَيْهَا وَجَعَلَ بَيْنَكُم مَّوَدَّةًۭ وَرَحْمَةً ۚ إِنَّ فِى ذَٰلِكَ لَـَٔايَـٰتٍۢ لِّقَوْمٍۢ يَتَفَكَّرُونَ Another of His signs is that He created spouses from among yourselves for you to live with in tranquillity: He ordained love and kindness between you. There truly are signs in this for those who reflect (30:21).For those that find their spouse in college, how can we work towards a halal marriage? For those that Allah is making wait, how do we be patient in the process? Is college truly the time to seek a spouse?",Suhail Mulla; Lobna Mulla,,,Session,,,"Can the modern Muslim marriage scene be a fairy tale? Does everyone get a “happily ever after?” College is a time where many begin the seeking process for marriage. While some are successful in this journey, others are not. At the same time, we are hearing countless opinions from people in the community: “You’re not ready to get married” or “You’re getting too old.” All kind of SWT says in Surah Ar-Rum, and if you're going to love with him, There are truly signs in this for those who reflect (30:21).For those that find their spouse in college, how can we work towards a halal marriage? For those that Allah is making wait, how do we be patient in the process? Is college truly the time to seek a spouse?","Can the modern Muslim marriage scene be a fairy tale? Does everyone get a “happily ever after?” College is a time where many begin the seeking process for marriage. While some are successful in this journey, others are not. At the same time, we are hearing countless opinions from people in the community: “You’re not ready to get married” or “You’re getting too old.” Allah SWT says in Surah Ar-Rum,وَمِنْ ءَايَـٰتِهِۦٓ أَنْ خَلَقَ لَكُم مِّنْ أَنفُسِكُمْ أَزْوَٰجًۭا لِّتَسْكُنُوٓا۟ إِلَيْهَا وَجَعَلَ بَيْنَكُم مَّوَدَّةًۭ وَرَحْمَةً ۚ إِنَّ فِى ذَٰلِكَ لَـَٔايَـٰتٍۢ لِّقَوْمٍۢ يَتَفَكَّرُونَ Another of His signs is that He created spouses from among yourselves for you to live with in tranquillity: He ordained love and kindness between you. There truly are signs in this for those who reflect (30:21).For those that find their spouse in college, how can we work towards a halal marriage? For those that Allah is making wait, how do we be patient in the process? Is college truly the time to seek a spouse?"
12/27/2025,10:30 AM,11:15 AM,College & Young Professional;Yaqeen,The Historical Critical Method and Muslim Responses: Between Tradition and Modernity & Communal Resilience in the Sīrah: Lessons for Today’s Challenges,Level 1 - GB S100A,"The presentation examines the rise of the historical-critical method in the study of Islamic scripture and considers how Muslims today might engage with it thoughtfully. It will explore tensions between traditional hermeneutics and modern academic frameworks, suggesting constructive ways to navigate both continuity and renewal.",Omar Suleiman; Tom Facchine,,,Session,,,"The presentation examines the rise of the historical-critical method in the study of Islamic scripture and considers how Muslims today might engage with it thoughtfully. It will explore tensions between traditional hermeneutics and modern academic frameworks, suggesting constructive ways to navigate both continuity and renewal.","The presentation examines the rise of the historical-critical method in the study of Islamic scripture and considers how Muslims today might engage with it thoughtfully. It will explore tensions between traditional hermeneutics and modern academic frameworks, suggesting constructive ways to navigate both continuity and renewal."
12/27/2025,10:30 AM,11:15 AM,Health,Healing the Wounded Heart: Muslim Approaches to Trauma & Grief - Khalil Center,Level 1 - S102A,,"Sarah Syed, PsyD; Munsif Mubarak",,,Session,,,,
12/27/2025,10:30 AM,11:15 AM,Professional Society (AMPS),Organizing Outside the DEI Box in Corporate America,Hyatt Regency Ballrooms CDE,,Ahmed Ghanim; Mohamed Aly; Bassel Abushaban,,,Session,,,,
12/27/2025,10:30 AM,11:15 AM,Latinos (Ojalá),Voices of Change: Latino Muslims Leading the Way,Level 1 - S102BC,,Alma Campos; Wesley Lebron,,,Session,,,,
12/27/2025,10:30 AM,11:15 AM,Faith Power Alliance,"A New Political Reality: Rooted in Faith, Powered by People Potential",Level 1 - S105BC,"This session will introduce the Faith in Power Alliance and outline a vision for creating a new political reality for Muslims in America. Rooted in Islamic values and grounded in the principles of power organizing, the session will detail how collective action, disciplined strategy, and principled leadership can move the community from reactive participation to proactive agenda-setting. Participants will learn how faith, people power, and strategic alignment converge to establish Muslims as a political constituency capable of driving systemic change.",Ismahan Abdullahi; Akanke Rasheed; Joshua Salaam,,,Session,,,"This session will introduce the Faith in Power Alliance and outline a vision for creating a new political reality for Muslims in America. Rooted in Islamic values and grounded in the principles of power organizing, the session will detail how collective action, disciplined strategy, and principled leadership can move the community from reactive participation to proactive agenda-setting. Participants will learn how faith, people power, and strategic alignment converge to establish Muslims as a political constituency capable of driving systemic change.","This session will introduce the Faith in Power Alliance and outline a vision for creating a new political reality for Muslims in America. Rooted in Islamic values and grounded in the principles of power organizing, the session will detail how collective action, disciplined strategy, and principled leadership can move the community from reactive participation to proactive agenda-setting. Participants will learn how faith, people power, and strategic alignment converge to establish Muslims as a political constituency capable of driving systemic change."
12/27/2025,10:30 AM,11:15 AM,Oaktree Institute,Communication and Conflict: Managing Tension and Disagreements in Community Work,Level 1 - S105D,,Rami Kawas,,,Session,,,,
12/27/2025,10:30 AM,11:15 AM,Parallel Program,Panel Discussion Muslim Dads: Choosing Patience in the Hardest Moments,Level 1 - S106,"Fatherhood carries a quiet weight — a pressure to provide, protect, guide, and remain steady even when exhaustion runs deep. Many fathers silently shoulder emotional, spiritual, and physical burdens, often feeling unseen in their struggles. But Allah sees every sacrifice, every moment of restraint, every act of hidden patience.From Prophet Ibrāhīm (AS), who trusted Allah through unimaginable tests, to Ya‘qūb (AS), whose patience endured years of grief, to the Prophet Muhammad ﷺ—gentle, affectionate, and emotionally present with his children—our tradition is filled with models of fathers whose strength was rooted not in hardness, but in sabr, tawakkul, and mercy.This panel brings together two experienced Muslim fathers, mentors, and counselors—Shaykh Abdullah Oduro and Shaykh Kifah Mustapha—for a heartfelt, honest conversation about the unseen burdens of fatherhood. Through stories, prophetic guidance, and practical strategies, we will explore how dads can cultivate patience, reconnect intention, manage internal pressure, and rely on Allah in moments when the load feels heaviest.Join us for a session of reflection, support, and renewed purpose for every Muslim father striving to lead with sincerity and sabr.",Abdullah Abdullah; Kifah Mustapha,,,Session,,,"Fatherhood carries a quiet weight — a pressure to provide, protect, guide, and remain steady even when exhaustion runs deep. Many fathers silently shoulder emotional, spiritual, and physical burdens, often feeling unseen in their struggles. But Allah sees every sacrifice, every moment of restraint, every act of hidden patience.From Prophet Ibrāhăm (AS), who All trustedah through unimaginable tests, to Ya‘quib (AS), whose patience endured years of grief, to the Prophet Muhammad prayed God and peace—gentle, affection, and emotionally present with his children— fatherour traditions ooted not in hardness, but in sabr, tawakkul, and mercy. This panel brings together two experienced Muslim fathers, mentors, and counselors—Shaykh Abdullah Oduro and Shaykh Kifah Mustapha—for a heartfelt, honest conversation about the unseen burdens of fatherhood. Through stories, prophetic guidance, and practical strategies, we will explore how dads can cultivate patience, reconnect intention, manage internal pressure, and rely on allah in moments when the load feels heaviest. Join us for a session of reflection, support, and renewed purpose for every Muslim father striving to lead with sincerity and sabr.","Fatherhood carries a quiet weight — a pressure to provide, protect, guide, and remain steady even when exhaustion runs deep. Many fathers silently shoulder emotional, spiritual, and physical burdens, often feeling unseen in their struggles. But Allah sees every sacrifice, every moment of restraint, every act of hidden patience.From Prophet Ibrāhīm (AS), who trusted Allah through unimaginable tests, to Ya‘qūb (AS), whose patience endured years of grief, to the Prophet Muhammad ﷺ—gentle, affectionate, and emotionally present with his children—our tradition is filled with models of fathers whose strength was rooted not in hardness, but in sabr, tawakkul, and mercy.This panel brings together two experienced Muslim fathers, mentors, and counselors—Shaykh Abdullah Oduro and Shaykh Kifah Mustapha—for a heartfelt, honest conversation about the unseen burdens of fatherhood. Through stories, prophetic guidance, and practical strategies, we will explore how dads can cultivate patience, reconnect intention, manage internal pressure, and rely on Allah in moments when the load feels heaviest.Join us for a session of reflection, support, and renewed purpose for every Muslim father striving to lead with sincerity and sabr."
12/27/2025,10:30 AM,11:15 AM,My Ummah,بعد عام من سقوط نظام الأسد: المآلات الجيوسياسية للثورة السورية واستشراف طريق الإستقرار وبناء الدولة,Level 1 - S103D,تستعرض هذه المحاضرة التطورات المفصلية التي شهدتها الثورة السورية بعد مرور عام على سقوط نظام الأسد، مع التركيز على الأبعاد الجيوسياسية والإقليمية والدولية. كما تناقش المحاضرة تداعيات هذا التحول على مسار الاستقرار الداخلي وإمكانيات بناء الدولة، وتستعرض دور القوى الإقليمية والدولية في إعادة تشكيل المشهد السوري.تسلط المحاضرة الضوء على:التحولات السياسية والاقتصادية والاجتماعية بعد سقوط النظام.تأثير التدخلات الإقليمية والدولية على مسار الثورة وبناء الدولة.التحديات أمام استقرار سوريا وإعادة بناء مؤسسات الدولة.سيناريوهات المستقبل الممكنة واستراتيجيات التحرك نحو دولة مستقرة وفاعلة.,إسماعيل باشا; يحيي عبد الرحيم; Mohammad Badawy,,,Session,,,"This lecture reviews the detailed developments in the Syrian Revolution a year after the fall of the Assad regime, focusing on geopolitical, regional and international dimensions. The lecture also discusses the implications of this shift on the path of internal stability and the potential of State-building and reviews the role of regional and international forces in the restructuring of the Syrian scene. The lecture highlights: political, economic and social transformations after the fall of the system. Impact of regional and international interventions on the path of revolution and nation-building. Challenges to the stability of Syria and the reconstruction of State institutions. Possible future scenarios and strategies for moving towards a stable and effective State.",تستعرض هذه المحاضرة التطورات المفصلية التي شهدتها الثورة السورية بعد مرور عام على سقوط نظام الأسد، مع التركيز على الأبعاد الجيوسياسية والإقليمية والدولية. كما تناقش المحاضرة تداعيات هذا التحول على مسار الاستقرار الداخلي وإمكانيات بناء الدولة، وتستعرض دور القوى الإقليمية والدولية في إعادة تشكيل المشهد السوري.تسلط المحاضرة الضوء على:التحولات السياسية والاقتصادية والاجتماعية بعد سقوط النظام.تأثير التدخلات الإقليمية والدولية على مسار الثورة وبناء الدولة.التحديات أمام استقرار سوريا وإعادة بناء مؤسسات الدولة.سيناريوهات المستقبل الممكنة واستراتيجيات التحرك نحو دولة مستقرة وفاعلة.
12/27/2025,10:30 AM,11:15 AM,Parallel Program,(Special Session) Islamic Home Financing- Dispelling The Myths Guidance Residential,Level 1 - S104,,Hussam Qutub; Laila Khan; Abdessamad Melouane; Mohamad Nasir,,,Session,,,,
12/27/2025,10:30 AM,04:30 PM,BEAM Venture,BEAM Venture,Hyatt Regency Ballroom AB,BEAM Venture Registration,,,,Session,,,BEAM Venture Registration,BEAM Venture Registration
12/27/2025,10:30 AM,11:15 AM,MSA National,Happily Ever After,Level 1 - S101,"Can the modern Muslim marriage scene be a fairy tale? Does everyone get a “happily ever after?” College is a time where many begin the seeking process for marriage. While some are successful in this journey, others are not. At the same time, we are hearing countless opinions from people in the community: “You’re not ready to get married” or “You’re getting too old.” Allah SWT says in Surah Ar-Rum,وَمِنْ ءَايَـٰتِهِۦٓ أَنْ خَلَقَ لَكُم مِّنْ أَنفُسِكُمْ أَزْوَٰجًۭا لِّتَسْكُنُوٓا۟ إِلَيْهَا وَجَعَلَ بَيْنَكُم مَّوَدَّةًۭ وَرَحْمَةً ۚ إِنَّ فِى ذَٰلِكَ لَـَٔايَـٰتٍۢ لِّقَوْمٍۢ يَتَفَكَّرُونَ Another of His signs is that He created spouses from among yourselves for you to live with in tranquillity: He ordained love and kindness between you. There truly are signs in this for those who reflect (30:21).For those that find their spouse in college, how can we work towards a halal marriage? For those that Allah is making wait, how do we be patient in the process? Is college truly the time to seek a spouse?",Lobna Mulla; Suhail Mulla,,,Session,,,"Can the modern Muslim marriage scene be a fairy tale? Does everyone get a “happily ever after?” College is a time where many begin the seeking process for marriage. While some are successful in this journey, others are not. At the same time, we are hearing countless opinions from people in the community: “You’re not ready to get married” or “You’re getting too old.” All kind of SWT says in Surah Ar-Rum, and if you're going to love with him, There are truly signs in this for those who reflect (30:21).For those that find their spouse in college, how can we work towards a halal marriage? For those that Allah is making wait, how do we be patient in the process? Is college truly the time to seek a spouse?","Can the modern Muslim marriage scene be a fairy tale? Does everyone get a “happily ever after?” College is a time where many begin the seeking process for marriage. While some are successful in this journey, others are not. At the same time, we are hearing countless opinions from people in the community: “You’re not ready to get married” or “You’re getting too old.” Allah SWT says in Surah Ar-Rum,وَمِنْ ءَايَـٰتِهِۦٓ أَنْ خَلَقَ لَكُم مِّنْ أَنفُسِكُمْ أَزْوَٰجًۭا لِّتَسْكُنُوٓا۟ إِلَيْهَا وَجَعَلَ بَيْنَكُم مَّوَدَّةًۭ وَرَحْمَةً ۚ إِنَّ فِى ذَٰلِكَ لَـَٔايَـٰتٍۢ لِّقَوْمٍۢ يَتَفَكَّرُونَ Another of His signs is that He created spouses from among yourselves for you to live with in tranquillity: He ordained love and kindness between you. There truly are signs in this for those who reflect (30:21).For those that find their spouse in college, how can we work towards a halal marriage? For those that Allah is making wait, how do we be patient in the process? Is college truly the time to seek a spouse?"
12/27/2025,10:30 AM,11:15 AM,Research,Preparing Students for AI-Era Misinformation: An Inquiry-Based Intervention and Implications for Vulnerable Communities,Level 1 - S102D,"The widespread accessibility of generative artificial intelligence has accelerated online disinformation, including harmful content that often targets marginalized communities. This session examines how teaching students to question and verify media can improve their ability to recognize artificially generated and misleading information, drawing on findings from a classroom study with university students. It also highlights why these skills are especially important for the Muslim community, which is frequently targeted by stereotypes and misinformation.",Samia Alkam,,,Session,,,"The widespread accessibility of generative artificial intelligence has accelerated online disinformation, including harmful content that often targets marginalized communities. This session examines how teaching students to question and verify media can improve their ability to recognize artificially generated and misleading information, drawing on findings from a classroom study with university students. It also highlights why these skills are especially important for the Muslim community, which is frequently targeted by stereotypes and misinformation.","The widespread accessibility of generative artificial intelligence has accelerated online disinformation, including harmful content that often targets marginalized communities. This session examines how teaching students to question and verify media can improve their ability to recognize artificially generated and misleading information, drawing on findings from a classroom study with university students. It also highlights why these skills are especially important for the Muslim community, which is frequently targeted by stereotypes and misinformation."
12/27/2025,10:30 AM,11:15 AM,Research,Community-based Approach to Understanding Religious Strengths and Struggles of Muslim Youth,Level 1 - S102D,"The widespread accessibility of generative artificial intelligence has accelerated online disinformation, including harmful content that often targets marginalized communities. This session examines how teaching students to question and verify media can improve their ability to recognize artificially generated and misleading information, drawing on findings from a classroom study with university students. It also highlights why these skills are especially important for the Muslim community, which is frequently targeted by stereotypes and misinformation.",Madiha Tahseen,,,Session,,,"The widespread accessibility of generative artificial intelligence has accelerated online disinformation, including harmful content that often targets marginalized communities. This session examines how teaching students to question and verify media can improve their ability to recognize artificially generated and misleading information, drawing on findings from a classroom study with university students. It also highlights why these skills are especially important for the Muslim community, which is frequently targeted by stereotypes and misinformation.","The widespread accessibility of generative artificial intelligence has accelerated online disinformation, including harmful content that often targets marginalized communities. This session examines how teaching students to question and verify media can improve their ability to recognize artificially generated and misleading information, drawing on findings from a classroom study with university students. It also highlights why these skills are especially important for the Muslim community, which is frequently targeted by stereotypes and misinformation."
12/27/2025,11:45 AM,12:30 PM,Parallel Program (Arabic),"""ولولا دفع الله الناس بعضهم ببعض"" في أي الفريقين مقامك؟",Level 1 - S103ABC,في زمن تتكاثر فيه صور الظلم والخذلان، ويتردد فيه كثير من الناس بين الصمت والموقف، تأتي هذه المحاضرة لتُعيد طرح سؤال مصيري على كل مسلم:في أي صفّ تقف؟ صفّ الذين يدافع الله بهم عن الحق؟ أم صفّ المتفرجين؟المحاضرة تستند إلى مفهوم قرآني عظيم: أن الله يدفع الفساد بالناس، وأن الخير لا ينتصر بالحياد، بل برجال ونساء اختاروا أن يكونوا أدوات للحق في الأرض.سيتناول المتحدثان البعدين:العقدي: سنة الدفع في القرآن.العملي: كيف نُترجم هذا الدفع إلى مواقف في حياتنا اليومية، في زمن الفتن والاضطراب.,Osama Jaber; Ahmed Shukri,,,Session,,,"In a time when the images of injustice and failure are spreading, and many people hesitate between silence and attitude, this lecture comes back to re-selling a fateful question to every Muslim: in which class do you stand? Or watch class? Lecture is based on the great concept of my centuries: God pays corruption to people, and good does not triumph with neutrality, but with men and women who have chosen to be tools for the right to land. The two speakers will address the two dimensions: the year of payment in the Koran. Practical: How to translate this push into positions in our daily lives, in time of indignation and disturbance.",في زمن تتكاثر فيه صور الظلم والخذلان، ويتردد فيه كثير من الناس بين الصمت والموقف، تأتي هذه المحاضرة لتُعيد طرح سؤال مصيري على كل مسلم:في أي صفّ تقف؟ صفّ الذين يدافع الله بهم عن الحق؟ أم صفّ المتفرجين؟المحاضرة تستند إلى مفهوم قرآني عظيم: أن الله يدفع الفساد بالناس، وأن الخير لا ينتصر بالحياد، بل برجال ونساء اختاروا أن يكونوا أدوات للحق في الأرض.سيتناول المتحدثان البعدين:العقدي: سنة الدفع في القرآن.العملي: كيف نُترجم هذا الدفع إلى مواقف في حياتنا اليومية، في زمن الفتن والاضطراب.
12/27/2025,11:45 AM,12:30 PM,College & Young Professional,Pouring From an Empty Cup,Level 1 - GB S100A,"It’s easy to get engulfed in the hustle and bustle of life and forget to take care of yourself. Checking in on your own mental well-being and caring for yourself can feel like a burden more than a relief. Not to mention the stigma around mental illnesses, therapy, and treating psychological well-being as something to avoid, making it all the more difficult. With being responsible for taking care of so many others and the attempt to be active and help our ummah, how do we make sure we don’t forget to fill our own cups too?",Duaa Haggag,,,Session,,,"It’s easy to get engulfed in the hustle and bustle of life and forget to take care of yourself. Checking in on your own mental well-being and caring for yourself can feel like a burden more than a relief. Not to mention the stigma around mental illnesses, therapy, and treating psychological well-being as something to avoid, making it all the more difficult. With being responsible for taking care of so many others and the attempt to be active and help our ummah, how do we make sure we don’t forget to fill our own cups too?","It’s easy to get engulfed in the hustle and bustle of life and forget to take care of yourself. Checking in on your own mental well-being and caring for yourself can feel like a burden more than a relief. Not to mention the stigma around mental illnesses, therapy, and treating psychological well-being as something to avoid, making it all the more difficult. With being responsible for taking care of so many others and the attempt to be active and help our ummah, how do we make sure we don’t forget to fill our own cups too?"
12/27/2025,11:45 AM,12:30 PM,Youth,The Real FOMO,Level 4-N426,"In today's world, we often worry about missing out on fun, trends, or events in this life. But the real FOMO is missing out on Jannah. Sometimes we forget how important even the small good deeds are, such as saying a kind word, praying on time, giving charity, or helping someone. These simple acts can make a big difference for our akhria. Let’s not wait until it’s too late and wish we had done more. Every moment is a chance to earn a reward. Don’t miss out on what really matters.",Saad Tasleem,,,Session,,,"In today's world, we often worry about missing out on fun, trends, or events in this life. But the real FOMO is missing out on Jannah. Sometimes we forget how important even the small good deeds are, such as saying a kind word, praying on time, giving charity, or helping someone. These simple acts can make a big difference for our akhria. Let’s not wait until it’s too late and wish we had done more. Every moment is a chance to earn a reward. Don’t miss out on what really matters.","In today's world, we often worry about missing out on fun, trends, or events in this life. But the real FOMO is missing out on Jannah. Sometimes we forget how important even the small good deeds are, such as saying a kind word, praying on time, giving charity, or helping someone. These simple acts can make a big difference for our akhria. Let’s not wait until it’s too late and wish we had done more. Every moment is a chance to earn a reward. Don’t miss out on what really matters."
12/27/2025,11:45 AM,12:30 PM,Spousal & Parenting,Parenting Through the Pressure: Upholding Faith When Society Says Otherwise,Level 1 - S104,"In an age where societal norms often conflict with Islamic teachings, parenting has become both more challenging and more crucial. This session explores how Muslim parents can raise children who remain grounded in faith, confident in identity, and principled in their choices despite the waves of external pressure.Through reflection and practical discussion, we will address how parents can instill a deep love for Allah, nurture resilience rooted in īmān, and cultivate an environment at home where Islamic values are lived, not just taught. The talk will also highlight how to help children develop moral clarity and spiritual confidence when faced with confusing or contradictory messages from peers, media, and culture.Together, we will explore how to model prophetic wisdom in parenting — balancing mercy and firmness, teaching through example, and guiding children to see that true success lies not in conformity to society’s trends, but in steadfastness to divine guidance.",Yaser Birjas,,,Session,,,"In an age where societal norms often conflict with Islamic teachings, parenting has become both more challenging and more crucial. This session explores how Muslim parents can raise children who remain grounded in faith, confident in identity, and principled in their choices despite the waves of external pressure.Through reflection and practical discussion, we will address how parents can instill a deep love for Allah, nurture resilience rooted in īmān, and cultivate an environment at home where Islamic values are lived, not just taught. The talk will also highlight how to help children develop moral clarity and spiritual confidence when faced with confusing or contradictory messages from peers, media, and culture.Together, we will explore how to model prophetic wisdom in parenting — balancing mercy and firmness, teaching through example, and guiding children to see that true success lies not in conformity to society’s trends, but in steadfastness to divine guidance.","In an age where societal norms often conflict with Islamic teachings, parenting has become both more challenging and more crucial. This session explores how Muslim parents can raise children who remain grounded in faith, confident in identity, and principled in their choices despite the waves of external pressure.Through reflection and practical discussion, we will address how parents can instill a deep love for Allah, nurture resilience rooted in īmān, and cultivate an environment at home where Islamic values are lived, not just taught. The talk will also highlight how to help children develop moral clarity and spiritual confidence when faced with confusing or contradictory messages from peers, media, and culture.Together, we will explore how to model prophetic wisdom in parenting — balancing mercy and firmness, teaching through example, and guiding children to see that true success lies not in conformity to society’s trends, but in steadfastness to divine guidance."
12/27/2025,11:45 AM,12:30 PM,My Ummah,Egypt & Sudan: What’s Really Happening and Why It Matters to Us,Level 1 - S103D,"Across North Africa, two nations stand at critical crossroads—Egypt and Sudan. While global headlines often overlook their struggles, the realities unfolding on the ground carry profound consequences for the region, for the global balance of power, and for the wider Ummah.This session brings together two experts delivering sequential talks, each offering a clear, accessible, and heartfelt update on the latest developments.The first speaker will unpack Egypt’s political climate, economic crisis, and shifting regional posture—explaining what is driving instability, how everyday people are affected, and how regional powers are shaping Egypt’s trajectory.The second speaker will turn to Sudan’s devastating conflict, the humanitarian catastrophe, the collapse of state institutions, and the role of international actors fueling or mitigating the crisis.Together, the talks aim to move us beyond headlines toward deeper understanding—rooted in justice, compassion, and our responsibility as part of a global Ummah. Attendees will gain insight into:What is really happening behind official narrativesHow global and regional interests shape the lives of ordinary peopleWhy the crises in Egypt and Sudan matter to American Muslims—morally, politically, and strategicallyConcrete ways to stay informed, support relief, and advocate effectivelyThis session is both an update and a call to conscience—inviting us to recognize the suffering, resilience, and dignity of our brothers and sisters, and to reaffirm our responsibility toward an Ummah bound together by faith and shared destiny.",Ammar Alshukry; Ahmed Ghanim,,,Session,,,"Across North Africa, two nations stand at critical crossroads—Egypt and Sudan. While global headlines often overlook their struggles, the realities unfolding on the ground carry profound consequences for the region, for the global balance of power, and for the wider Ummah.This session brings together two experts delivering sequential talks, each offering a clear, accessible, and heartfelt update on the latest developments.The first speaker will unpack Egypt’s political climate, economic crisis, and shifting regional posture—explaining what is driving instability, how everyday people are affected, and how regional powers are shaping Egypt’s trajectory.The second speaker will turn to Sudan’s devastating conflict, the humanitarian catastrophe, the collapse of state institutions, and the role of international actors fueling or mitigating the crisis.Together, the talks aim to move us beyond headlines toward deeper understanding—rooted in justice, compassion, and our responsibility as part of a global Ummah. Attendees will gain insight into:What is really happening behind official narrativesHow global and regional interests shape the lives of ordinary peopleWhy the crises in Egypt and Sudan matter to American Muslims—morally, politically, and strategicallyConcrete ways to stay informed, support relief, and advocate effectivelyThis session is both an update and a call to conscience—inviting us to recognize the suffering, resilience, and dignity of our brothers and sisters, and to reaffirm our responsibility toward an Ummah bound together by faith and shared destiny.","Across North Africa, two nations stand at critical crossroads—Egypt and Sudan. While global headlines often overlook their struggles, the realities unfolding on the ground carry profound consequences for the region, for the global balance of power, and for the wider Ummah.This session brings together two experts delivering sequential talks, each offering a clear, accessible, and heartfelt update on the latest developments.The first speaker will unpack Egypt’s political climate, economic crisis, and shifting regional posture—explaining what is driving instability, how everyday people are affected, and how regional powers are shaping Egypt’s trajectory.The second speaker will turn to Sudan’s devastating conflict, the humanitarian catastrophe, the collapse of state institutions, and the role of international actors fueling or mitigating the crisis.Together, the talks aim to move us beyond headlines toward deeper understanding—rooted in justice, compassion, and our responsibility as part of a global Ummah. Attendees will gain insight into:What is really happening behind official narrativesHow global and regional interests shape the lives of ordinary peopleWhy the crises in Egypt and Sudan matter to American Muslims—morally, politically, and strategicallyConcrete ways to stay informed, support relief, and advocate effectivelyThis session is both an update and a call to conscience—inviting us to recognize the suffering, resilience, and dignity of our brothers and sisters, and to reaffirm our responsibility toward an Ummah bound together by faith and shared destiny."
12/27/2025,11:45 AM,12:30 PM,Parallel Program,Passing Laws with Purpose: The Halal Kosher Bill Muslim Civic Coalition,Level 1 - S105A,,Abdelnasser Rashid; Amina Barhumi,,,Session,,,,
